Start time: 2021/01/11 17:44:45,	Instrument: Keysight DAQ970A,	Meas num: 9,	Wait time: 2.5
Vir: EPS 20/3     ,     EPS 2
Etalon 1: TEMP-100E,   1.10,        ,     23-752
		Komora VCL 7006	
Narocilo: N4877-17     ,     Meril: Gortnar     ,     Pri temperaturi : 23,7     ,     AC150-A2.11   GPRS 2G N4836-17  št 8040
mer 1: 8099, C1=1000.00imp/kWh	
Tabela z merilnimi toèkami: O:\RR_Razvoj_in_raziskave\Merilni_laboratorij\3_Zapisi\Števci\N4714-17\Tabele\AM550 TD2  A  R Temp 100A 10S.mtp
Rezultati shranjeni v: d:\Meritve\Rezultati\N4877 AM550 Core 303 230V 50Hz temp R.MTrez
Ura	Datum	U1 (V)	U2 (V)	U3 (V)	I1 (A)	I2 (A)	I3 (A)	PF 1	PF 2	PF 3	f (Hz)	p1 (%)	fi 1 (°)	fi 2 (°)	fi 3 (°)	Q 1 (var)	Q 2 (var)	Q 3 (var)		T1 (°C)	T2 (°C)	T3 (°C)	T4 (°C)	T5 (°C)
14:30:21	1.2.2018	230.090000	230.090000	229.960000	0.250440	0.249530	0.249290	 1.00	 1.00	 1.00	50.02	- 0.298				57.600000	57.400000	57.320000	69.6 °C	BN4	10 s , 0 izpadov 	111 vrstica	22.611	22.944	22.739	22.378	22.639
14:30:41	1.2.2018	230.090000	230.090000	229.960000	0.250440	0.249480	0.249350	 1.00	 1.00	 1.00	50.02	- 0.340				57.600000	57.380000	57.330000	69.8 °C	BN4	10 s , 0 izpadov 	111 vrstica	22.619	22.918	22.826	22.377	22.651
14:31:16	1.2.2018	230.090000	230.090000	229.960000	0.500350	0.499140	0.499120	 1.00	 1.00	 1.00	50.03	- 0.284				115.100000	114.820000	114.760000	70.0 °C	BN4	10 s , 0 izpadov 	112 vrstica	22.699	22.824	22.846	22.505	22.758
14:31:26	1.2.2018	230.090000	230.090000	229.960000	0.500370	0.499000	0.499210	 1.00	 1.00	 1.00	50.02	- 0.289				115.120000	114.790000	114.780000	70.1 °C	BN4	10 s , 0 izpadov 	112 vrstica	22.63	22.957	22.786	22.409	22.751
14:31:38	1.2.2018	230.090000	230.090000	229.960000	0.500230	0.499170	0.499140	 1.00	 1.00	 1.00	50.01	- 0.273				115.060000	114.820000	114.750000	70.2 °C	BN4	10 s , 0 izpadov 	112 vrstica	22.734	22.917	22.809	22.422	22.767
14:32:31	1.2.2018	230.090000	230.090000	229.960000	0.500570	0.499220	0.499400	 0.51	 0.50	 0.50	50.01	- 0.563				58.510000	57.800000	57.630000	70.4 °C	BN4	10 s , 0 izpadov 	113 vrstica	22.506	22.908	22.777	22.37	22.706
14:32:51	1.2.2018	230.090000	230.090000	229.960000	0.500450	0.499140	0.499310	 0.51	 0.50	 0.50	50.03	- 0.558				58.490000	57.760000	57.620000	70.5 °C	BN4	10 s , 0 izpadov 	113 vrstica	22.643	22.899	22.76	22.302	22.744
14:33:13	1.2.2018	230.090000	230.090000	229.960000	0.500370	0.499280	0.499480	 0.51	 0.50	 0.50	50.02	- 0.504				58.490000	57.810000	57.630000	70.5 °C	BN4	10 s , 0 izpadov 	113 vrstica	22.695	22.858	22.785	22.322	22.764
14:34:13	1.2.2018	230.090000	230.090000	229.960000	0.500430	0.499260	0.499450	 0.49	 0.50	 0.50	50.02	- 0.025				56.680000	57.020000	57.190000	70.6 °C	BN4	10 s , 0 izpadov 	114 vrstica	22.639	22.83	22.75	22.284	22.623
14:34:35	1.2.2018	230.090000	230.090000	229.960000	0.500430	0.499140	0.499280	 0.49	 0.50	 0.50	50.02	- 0.117				56.690000	56.980000	57.170000	70.6 °C	BN4	10 s , 0 izpadov 	114 vrstica	22.637	22.854	22.789	22.246	22.704
14:34:55	1.2.2018	230.090000	230.090000	229.960000	0.500480	0.499170	0.499280	 0.49	 0.50	 0.50	50.02	- 0.107				56.720000	57.000000	57.040000	70.5 °C	BN4	10 s , 0 izpadov 	114 vrstica	22.529	22.792	22.726	22.435	22.678
14:35:28	1.2.2018	230.090000	230.090000	229.960000	0.999940	0.998200	0.999070	 1.00	 1.00	 1.00	50.02	- 0.227				230.050000	229.560000	229.730000	70.4 °C	BN4	10 s , 0 izpadov 	115 vrstica	22.592	22.843	22.706	22.318	22.675
14:35:59	1.2.2018	230.090000	230.090000	229.960000	1.000200	0.998400	0.998500	 1.00	 1.00	 1.00	50.02	- 0.237				230.100000	229.630000	229.570000	70.4 °C	BN4	10 s , 0 izpadov 	115 vrstica	22.661	22.927	22.632	22.21	22.736
14:36:10	1.2.2018	230.090000	230.090000	229.960000	1.000100	0.998400	0.998400	 1.00	 1.00	 1.00	50.01	- 0.224				230.060000	229.610000	229.600000	70.3 °C	BN4	10 s , 0 izpadov 	115 vrstica	22.605	22.816	22.823	22.335	22.718
14:36:42	1.2.2018	230.090000	230.090000	229.960000	1.000200	0.998700	0.999000	 0.51	 0.50	 0.50	50.03	- 0.466				117.040000	115.410000	115.190000	70.2 °C	BN4	10 s , 0 izpadov 	116 vrstica	22.637	22.885	22.817	22.359	22.616
14:36:54	1.2.2018	230.090000	230.090000	229.960000	1.000200	0.998600	0.999100	 0.51	 0.50	 0.50	50.02	- 0.478				117.060000	115.400000	114.910000	70.2 °C	BN4	10 s , 0 izpadov 	116 vrstica	22.574	22.922	22.747	22.289	22.667
14:37:04	1.2.2018	230.090000	230.090000	229.960000	1.000200	0.998600	0.999100	 0.51	 0.50	 0.50	50.05	- 0.465				117.020000	115.410000	114.900000	70.2 °C	BN4	10 s , 0 izpadov 	116 vrstica	22.565	22.904	22.753	22.527	22.736
14:37:42	1.2.2018	230.090000	230.090000	229.960000	1.000200	0.998700	0.999100	 0.49	 0.50	 0.50	50.01	- 0.048				113.760000	114.470000	115.210000	70.1 °C	BN4	10 s , 0 izpadov 	117 vrstica	22.625	22.878	22.752	22.41	22.704
14:37:54	1.2.2018	230.090000	230.090000	229.960000	0.999710	0.998420	0.999170	 0.49	 0.50	 0.50	50.01	- 0.071				113.720000	114.400000	114.870000	70.1 °C	BN4	10 s , 0 izpadov 	117 vrstica	22.717	22.799	22.711	22.34	22.602
14:38:04	1.2.2018	230.090000	230.090000	229.960000	0.999830	0.998620	0.999170	 0.49	 0.50	 0.50	50.02	- 0.066				113.780000	114.410000	114.590000	70.1 °C	BN4	10 s , 0 izpadov 	117 vrstica	22.541	22.903	22.765	22.393	22.655
14:38:36	1.2.2018	230.090000	230.090000	229.960000	4.981700	4.951200	4.955500	 1.00	 1.00	 1.00	50.02	- 0.118				1145.700000	1138.500000	1138.900000	70.1 °C	BN4	10 s , 0 izpadov 	118 vrstica	22.623	22.822	22.805	22.296	22.757
14:38:48	1.2.2018	230.090000	230.090000	229.960000	4.981200	4.950500	4.953900	 1.00	 1.00	 1.00	50.02	- 0.110				1145.400000	1138.000000	1138.700000	70.1 °C	BN4	10 s , 0 izpadov 	118 vrstica	22.637	22.807	22.757	22.314	22.648
14:39:19	1.2.2018	230.090000	230.090000	229.960000	4.981700	4.949000	4.953900	 1.00	 1.00	 1.00	50.03	- 0.108				1145.800000	1138.200000	1138.700000	70.1 °C	BN4	10 s , 0 izpadov 	118 vrstica	22.636	22.862	22.714	22.324	22.692
